Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,ETHNICITY,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_type,sex,SRA Study,TISSUE
SRR8615662,NA,RNA-Seq,GCA_000001405.13,202,16715160438,RIKEN:HuH-6,PRJNA523380,SAMN10987713,Human,8241113408,HuH-6,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",other (hepatoblastoma),primary,Asian,SRX5414738,Illumina HiSeq 2500,cell line,RNASeq-HUH6_LIVER,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:47:00Z,1,HUH6_LIVER,cell culture,male,SRP186687,liver
SRR8615665,55,RNA-Seq,GCA_000001405.13,202,19766214292,GNF,PRJNA523380,SAMN10987865,Human,9724748543,HuG1-N,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414735,Illumina HiSeq 2500,cell line,RNASeq-HUG1N_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:22:00Z,1,HUG1N_STOMACH,cell culture,male,SRP186687,stomach
SRR8615666,NA,RNA-Seq,GCA_000001405.13,202,18183540656,HSSRB,PRJNA523380,SAMN10987837,Human,9056963250,HuCCT1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414734,Illumina HiSeq 2500,cell line,RNASeq-HUCCT1_BILIARY_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:53:00Z,1,HUCCT1_BILIARY_TRACT,cell culture,male,SRP186687,biliary_tract
SRR8615669,66,RNA-Seq,GCA_000001405.13,202,18921757938,DSMZ:HUP-T3,PRJNA523380,SAMN10987811,Human,9329937981,HUP-T3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Asian,SRX5414731,Illumina HiSeq 2500,cell line,RNASeq-HUPT3_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:56:00Z,1,HUPT3_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8615670,45,RNA-Seq,GCA_000001405.13,202,17325178824,ECACC:PE/CA-PJ15,PRJNA523380,SAMN10988005,Human,9411168500,PE/CA-PJ15,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5414730,Illumina HiSeq 2500,cell line,RNASeq-PECAPJ15_UPPER_AERODIGESTIVE_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:42:00Z,1,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8615673,63,RNA-Seq,GCA_000001405.13,202,17844209744,DSMZ:SIG-M5,PRJNA523380,SAMN10989556,Human,9592465662,SIG-M5,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5a)",primary,Caucasian,SRX5414727,Illumina HiSeq 2500,cell line,RNASeq-SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:50:00Z,1,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615674,54,RNA-Seq,GCA_000001405.13,202,17470110592,ATCC:SHP-77,PRJNA523380,SAMN10988529,Human,8807090367,SHP-77,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5414726,Illumina HiSeq 2500,cell line,RNASeq-SHP77_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:51:00Z,1,SHP77_LUNG,cell culture,male,SRP186687,lung
SRR8615675,1.6666,RNA-Seq,GCA_000001405.13,202,20457106610,DSMZ:SIMA,PRJNA523380,SAMN10988579,Human,10972783766,SIMA,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",neuroblastoma,primary,Caucasian,SRX5414725,Illumina HiSeq 2500,cell line,RNASeq-SIMA_AUTONOMIC_GANGLIA,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:59:00Z,1,SIMA_AUTONOMIC_GANGLIA,cell culture,male,SRP186687,autonomic_ganglia
SRR8615678,19,RNA-Seq,GCA_000001405.13,202,16014711500,ATCC:SJSA-1,PRJNA523380,SAMN10987778,Human,7998418454,SJSA-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",osteosarcoma,primary,African_american,SRX5414722,Illumina HiSeq 2500,cell line,RNASeq-SJSA1_BONE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:47:00Z,1,SJSA1_BONE,cell culture,male,SRP186687,bone
SRR8615679,18,RNA-Seq,GCA_000001405.13,202,21552245368,NIBRI,PRJNA523380,SAMN10987953,Human,11566701719,SK-ES-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,primary,Caucasian,SRX5414721,Illumina HiSeq 2500,cell line,RNASeq-SKES1_BONE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:54:00Z,1,SKES1_BONE,cell culture,male,SRP186687,bone
SRR8615680,65,RNA-Seq,GCA_000001405.13,202,16321026724,ATCC:SK-CO-1,PRJNA523380,SAMN10988030,Human,8180488765,SK-CO-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414720,Illumina HiSeq 2500,cell line,RNASeq-SKCO1_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:51:00Z,1,SKCO1_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8615683,20,RNA-Seq,GCA_000001405.13,202,12330773668,DSMZ:L-540,PRJNA523380,SAMN10988507,Human,5847748931,L-540,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Hodgkin_lymphoma),metastasis,Caucasian,SRX5414717,Illumina HiSeq 2500,cell line,RNASeq-L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:26:00Z,1,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615685,56,RNA-Seq,GCA_000001405.13,202,22443572388,NIBRI,PRJNA523380,SAMN10987682,Human,11856835365,PANC-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414715,Illumina HiSeq 2500,cell line,RNASeq-PANC1_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:50:00Z,1,PANC1_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8615688,NA,RNA-Seq,GCA_000001405.13,202,29696917688,NA,PRJNA523380,SAMN10988042,Human,14925153299,U-118 MG,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma),primary,Caucasian,SRX5414712,Illumina HiSeq 2500,cell line,RNASeq-U118MG_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:19:00Z,1,U118MG_CENTRAL_NERVOUS_SYSTEM,cell culture,NA,SRP186687,central_nervous_system
SRR8615689,NA,RNA-Seq,GCA_000001405.13,202,15971054452,NA,PRJNA523380,SAMN10988405,Human,8520638128,U-178,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",NA,Caucasian,SRX5414711,Illumina HiSeq 2500,cell line,RNASeq-U178_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:52:00Z,1,U178_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615692,15,RNA-Seq,GCA_000001405.13,202,15528940486,ATCC:U-2 OS,PRJNA523380,SAMN10987914,Human,7816277728,U-2 OS,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",osteosarcoma,primary,Caucasian,SRX5414708,Illumina HiSeq 2500,cell line,RNASeq-U2OS_BONE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:49:00Z,1,U2OS_BONE,cell culture,female,SRP186687,bone
SRR8615694,19,RNA-Seq,GCA_000001405.13,202,23189061266,PT-6ZZI,PRJNA523380,SAMN10989586,Human,12231679261,MOLT-3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),NA,Caucasian,SRX5414706,Illumina HiSeq 2500,cell line,RNASeq-MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:14:00Z,1,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615697,NA,RNA-Seq,GCA_000001405.13,202,10280274092,NA,PRJNA523380,SAMN10989608,Human,4665809071,MON,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414703,Illumina HiSeq 2500,cell line,RNASeq-MON_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:24:00Z,1,MON_SOFT_TISSUE,cell culture,NA,SRP186687,soft_tissue
SRR8615699,67,RNA-Seq,GCA_000001405.13,202,23625463278,GNF,PRJNA523380,SAMN10988144,Human,12423348728,MPP 89,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mesothelioma,metastasis,Caucasian,SRX5414701,Illumina HiSeq 2500,cell line,RNASeq-MPP89_PLEURA,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:03:00Z,1,MPP89_PLEURA,cell culture,male,SRP186687,pleura
SRR8615702,55,RNA-Seq,GCA_000001405.13,202,15970205244,HSSRB,PRJNA523380,SAMN10987822,Human,8520433271,KNS-60,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Asian,SRX5414698,Illumina HiSeq 2500,cell line,RNASeq-KNS60_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:51:00Z,1,KNS60_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615703,16,RNA-Seq,GCA_000001405.13,202,14533266124,HSSRB,PRJNA523380,SAMN10987931,Human,6835661904,KNS-42,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Asian,SRX5414697,Illumina HiSeq 2500,cell line,RNASeq-KNS42_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:33:00Z,1,KNS42_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615706,0.25,RNA-Seq,GCA_000001405.13,202,13825453074,DSMZ:KOPN-8,PRJNA523380,SAMN10988515,Human,6532935022,KOPN-8,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),primary,Asian,SRX5414694,Illumina HiSeq 2500,cell line,RNASeq-KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:33:00Z,1,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615707,46,RNA-Seq,GCA_000001405.13,202,16859141594,HSSRB,PRJNA523380,SAMN10987820,Human,7787846365,KO52,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M2)",primary,Asian,SRX5414693,Illumina HiSeq 2500,cell line,RNASeq-KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:56:00Z,1,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615709,49,RNA-Seq,GCA_000001405.13,202,13190926432,ATCC:KNS-62,PRJNA523380,SAMN10987892,Human,6756302559,KNS-62,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),metastasis,Asian,SRX5414691,Illumina HiSeq 2500,cell line,RNASeq-KNS62_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:29:00Z,1,KNS62_LUNG,cell culture,male,SRP186687,lung
SRR8615712,14,RNA-Seq,GCA_000001405.13,202,13907032794,DSMZ:JURKAT,PRJNA523380,SAMN10988565,Human,6611183216,JURKAT,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,Caucasian,SRX5414688,Illumina HiSeq 2500,cell line,RNASeq-JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:35:00Z,1,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615713,73,RNA-Seq,GCA_000001405.13,202,13615420746,DSMZ:JURL-MK1,PRJNA523380,SAMN10988501,Human,6417093046,JURL-MK1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),primary,Caucasian,SRX5414687,Illumina HiSeq 2500,cell line,RNASeq-JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:36:00Z,1,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615715,25,RNA-Seq,GCA_000001405.13,202,12801638294,ECAAC,PRJNA523380,SAMN10988031,Human,6081026791,KARPAS-299,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (anaplastic_large_cell_lymphoma),primary,Caucasian,SRX5414685,Illumina HiSeq 2500,cell line,RNASeq-KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:33:00Z,1,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615718,2,RNA-Seq,GCA_000001405.13,202,21128877608,DSMZ:RH-18,PRJNA523380,SAMN10989566,Human,11403414978,RH-18,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdomyosarcoma (alveolar),primary,NA,SRX5414682,Illumina HiSeq 2500,cell line,RNASeq-RH18_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:59:00Z,1,RH18_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue
SRR8615719,44,RNA-Seq,GCA_000001405.13,202,14224442464,DSMZ:LCLC-97TM1,PRJNA523380,SAMN10988572,Human,6719274209,LCLC-97TM1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),primary,Caucasian,SRX5414681,Illumina HiSeq 2500,cell line,RNASeq-LCLC97TM1_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:39:00Z,1,LCLC97TM1_LUNG,cell culture,male,SRP186687,lung
SRR8615723,44,RNA-Seq,GCA_000001405.13,202,17353450340,ATCC:U-87 MG,PRJNA523380,SAMN10988360,Human,8674271521,U-87 MG,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma),primary,Caucasian,SRX5414677,Illumina HiSeq 2500,cell line,RNASeq-U87MG_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:58:00Z,1,U87MG_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8615725,NA,RNA-Seq,GCA_000001405.13,202,12107404694,NA,PRJNA523380,SAMN10989628,Human,5561356753,TTC642,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414675,Illumina HiSeq 2500,cell line,RNASeq-TTC642_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:34:00Z,1,TTC642_SOFT_TISSUE,cell culture,NA,SRP186687,soft_tissue
SRR8615728,57,RNA-Seq,GCA_000001405.13,202,12248841458,DSMZ:TT2609-C02,PRJNA523380,SAMN10989561,Human,5809421825,TT2609-C02,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (follicular_carcinoma),primary,Caucasian,SRX5414672,Illumina HiSeq 2500,cell line,RNASeq-TT2609C02_THYROID,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:36:00Z,1,TT2609C02_THYROID,cell culture,male,SRP186687,thyroid
SRR8615730,NA,RNA-Seq,GCA_000001405.13,202,11239544014,NA,PRJNA523380,SAMN10989627,Human,5131285269,TTC549,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414670,Illumina HiSeq 2500,cell line,RNASeq-TTC549_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:38:00Z,1,TTC549_SOFT_TISSUE,cell culture,NA,SRP186687,soft_tissue
SRR8615731,NA,RNA-Seq,GCA_000001405.13,202,12864390604,NA,PRJNA523380,SAMN10989626,Human,5875817821,TTC1240,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414669,Illumina HiSeq 2500,cell line,RNASeq-TTC1240_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:41:00Z,1,TTC1240_SOFT_TISSUE,cell culture,NA,SRP186687,soft_tissue
SRR8615733,NA,RNA-Seq,GCA_000001405.13,202,18753898362,GNF,PRJNA523380,SAMN10987813,Human,9499096392,GCIY,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414667,Illumina HiSeq 2500,cell line,RNASeq-GCIY_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:09:00Z,1,GCIY_STOMACH,cell culture,female,SRP186687,stomach
SRR8615734,51,RNA-Seq,GCA_000001405.13,202,16336956242,NIBRI,PRJNA523380,SAMN10988029,Human,8221161106,OVMANA,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_carcinoma),primary,Asian,SRX5414666,Illumina HiSeq 2500,cell line,RNASeq-OVMANA_OVARY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:59:00Z,1,OVMANA_OVARY,cell culture,female,SRP186687,ovary
SRR8615736,65,RNA-Seq,GCA_000001405.13,202,15333134614,NIBRI,PRJNA523380,SAMN10988241,Human,8145500259,FU-OV-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (serous_carcinoma),primary,Asian,SRX5414664,Illumina HiSeq 2500,cell line,RNASeq-FUOV1_OVARY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:54:00Z,1,FUOV1_OVARY,cell culture,female,SRP186687,ovary
SRR8615737,9,RNA-Seq,GCA_000001405.13,202,22625587114,NA,PRJNA523380,SAMN10988164,Human,12641710977,"G-292\, clone A141B1",BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",osteosarcoma,primary,Caucasian,SRX5414663,Illumina HiSeq 2500,cell line,RNASeq-G292CLONEA141B1_BONE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:11:00Z,1,G292CLONEA141B1_BONE,cell culture,female,SRP186687,bone
SRR8615740,0.75,RNA-Seq,GCA_000001405.13,202,22127536924,NA,PRJNA523380,SAMN10988323,Human,12404387427,G-402,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdoid_tumour,primary,Caucasian,SRX5414660,Illumina HiSeq 2500,cell line,RNASeq-G402_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:04:00Z,1,G402_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue
SRR8615742,42,RNA-Seq,GCA_000001405.13,202,19705757510,DSMZ:GAMG,PRJNA523380,SAMN10988278,Human,10420383373,GAMG,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5414658,Illumina HiSeq 2500,cell line,RNASeq-GAMG_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:56:00Z,1,GAMG_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8615743,65,RNA-Seq,GCA_000001405.13,202,19887490244,NIBRI,PRJNA523380,SAMN10987787,Human,10729256482,RL95-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mixed_adenosquamous_carcinoma),primary,Caucasian,SRX5414657,Illumina HiSeq 2500,cell line,RNASeq-RL952_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:04:00Z,1,RL952_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8615745,67,RNA-Seq,GCA_000001405.13,202,18498858616,GNF,PRJNA523380,SAMN10987772,Human,9216631489,SF-295,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5414655,Illumina HiSeq 2500,cell line,RNASeq-SF295_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:00:00Z,1,SF295_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
